person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,17,4.630277999999976,25,0,0,0,0,0,0,0,0,0,0,0
silvia,17,4.752212499999985,25,0,0,0,13891,13061,21156,721872,12440,46353,48777,188120
silvia,17,5.625460999999973,0,0,0,0,5383,8158,8439,124736,11384,5788,10311,92075
silvia,17,6.637281900000005,0,0,0,0,1566,1441,2215,396263,1286,3732,1281,25444
silvia,17,7.658552499999985,0,0,0,0,11424,3496,13972,119310,4122,15072,3103,230992
silvia,17,8.627696799999967,0,0,41,30,2968,1263,7305,190806,4324,2449,2102,90128

silvia,17,9.608061200000009,0,0,47,13,7033,2847,15391,1016602,20133,6792,20766,324051
silvia,17,10.632160099999965,0,0,67,37,5731,7437,11672,1777808,12119,7809,1915,26950
silvia,17,11.64582809999996,0,0,84,60,31202,11184,56184,824359,38172,33591,30135,125400
silvia,17,12.580545400000005,0,0,91,54,5467,2696,9408,689684,14238,4791,12451,168567
