person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,4,1.4127002999999974,0,0,43,97,5574,1335,18473,60423,17923,75334,26196,109578
javier,4,2.349358599999995,0,0,34,100,3142,6122,583,13376,4772,14156,9633,14166
javier,4,3.3615408,0,0,40,100,4770,3339,22232,10232,7140,9718,11141,10266
javier,4,4.380126799999999,0,0,44,100,2101,1478,13754,2903,5865,10159,16403,7442
javier,4,5.420576999999994,0,0,56,100,1442,1833,10862,3599,11109,14839,5985,2508
javier,4,6.339734,0,0,69,100,5346,1404,1013,18971,6702,1779,6602,6966
javier,4,7.362027499999996,0,0,69,93,9547,2726,11389,6563,6873,8052,7401,15464
