person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,36,0.024521900000024743,0,0,78,66,2471,5942,16813,109339,17322,52932,23403,44846
javier,36,0.03974840000000768,0,0,77,69,8567,3775,17823,5657,8550,6278,5699,11444
javier,36,0.05454890000004298,0,0,84,64,5292,2991,4273,4540,12307,4401,5035,4184
javier,36,0.6240069000000403,0,0,67,87,3842,4426,6038,4425,7856,21888,5224,18831
javier,36,1.6373171000000184,0,0,74,94,3932,2711,13347,22959,13540,33661,10402,6122
javier,36,2.672614900000042,0,0,83,87,4240,4255,19437,4438,25512,3597,19383,7042
javier,36,3.7006355000000326,0,0,70,96,5871,1251,20315,9723,8690,5017,6919,11500
javier,36,4.644051900000022,0,0,78,87,913,817,1441,89774,5211,4214,3422,6679
javier,36,5.637421000000018,0,0,80,80,3377,6900,14350,12783,10356,10527,5221,11825
javier,36,6.656419000000028,0,0,66,87,7949,3410,12600,3693,6337,7360,5198,14986
