person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,44,1.6165845999999533,0,0,74,69,6997,4320,9137,6371,10727,852,19140,4689
javier,44,2.5430654999999547,0,0,69,69,8400,2283,1386,2142,12600,20332,11778,8123
javier,44,3.5911724999999706,0,0,69,74,7073,1870,18741,13374,8191,10566,11429,9071
javier,44,4.600168499999995,0,0,66,67,4861,1806,20178,13645,11874,17580,14269,51228
javier,44,5.617101199999979,0,0,63,75,5072,3729,15376,11892,17957,5783,13804,11666
javier,44,6.5704500999999595,0,0,50,80,3353,3775,18744,12287,5856,24628,10798,31289
javier,44,7.59017369999998,0,0,51,78,8422,3946,41350,72037,20823,10037,17770,17832
javier,44,8.578968599999996,0,0,44,77,995,771,10936,183248,3765,11081,7580,37824
javier,44,9.61183079999995,0,0,38,75,10928,1784,10410,126108,8464,11137,17746,20020
javier,44,10.632722999999999,0,0,40,77,17158,5715,66391,79596,10564,14021,28821,31550
