person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia2,1,26.083869500000006,25,0,0,0,190,204,2623,86093,3639,4130,1274,53207
silvia2,1,26.907122700000002,25,0,0,0,7063,2716,37789,1530946,35925,62368,48538,582766
silvia2,1,28.8726592,25,0,0,0,0,0,0,6,0,0,0,1
silvia2,1,29.892255399999996,25,0,0,0,0,1,0,1,1,2,0,0
silvia2,1,30.9189813,25,0,0,0,0,0,0,1,1,0,1,2
silvia2,1,31.959851400000005,25,0,0,0,0,0,2,22,0,0,0,1
silvia2,1,33.8827515,25,0,0,0,43,81,37,746,47,164,49,178
silvia2,1,34.9165172,0,0,0,0,143,552,1372,8843,207,947,438,5722
