person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia2,3,1.5302284999999927,200,0,0,0,34851,26501,60020,307487,77585,11610,91868,54953
silvia2,3,2.5487732999999935,200,0,0,0,207718,26248,42198,648342,244101,359682,149576,748689
silvia2,3,3.5680785999999927,200,0,0,0,6801,3060,47370,977276,28850,35042,31627,98722
silvia2,3,4.586883699999987,200,0,0,0,38,27,355,3708,133,577,219,1595
silvia2,3,5.531610099999995,200,0,0,0,0,0,0,0,0,0,0,0
silvia2,3,6.539339699999999,200,0,0,0,111844,73208,40238,109303,136657,23449,53888,39607
silvia2,3,7.562275199999988,200,0,0,0,73383,41137,114724,619382,62744,37057,17409,159965
silvia2,3,8.563048299999991,200,0,0,0,3411,3424,15860,1239275,5250,26270,17109,131916
silvia2,3,9.525306,200,0,0,0,5454,5594,166009,591738,29192,220830,24922,519723
