person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,35,8.154586999999992,25,0,0,0,1,1,2,1,2,2,0,0
silvia,35,8.255472599999962,25,0,0,0,18453,44310,99188,650701,24938,156640,30129,150890
silvia,35,9.104167999999959,0,0,0,0,31486,5895,9693,19997,39383,11863,8379,49954
silvia,35,10.14581659999999,0,0,0,0,1524,353,4791,116530,648,2236,1569,12351

silvia,35,11.064164699999992,51,0,0,0,11804,3524,11754,406487,12116,27489,41364,66342
silvia,35,12.066876699999966,51,0,0,0,1174,1547,12310,1207968,4413,29133,12159,87505
silvia,35,13.104010700000003,26,0,0,0,601,284,1315,260335,823,7300,2143,16429
silvia,35,14.141866999999934,0,0,0,0,2148,960,1540,272851,2185,16017,1063,40248
silvia,35,15.070295099999953,0,0,48,30,2035,1608,2398,234684,5962,2282,2439,13493

silvia,35,16.079611099999966,0,0,43,23,48514,5417,10502,2179232,27794,97180,29119,422057
