person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,36,1.2156125999999858,0,0,94,87,9061,5886,18122,12801,21746,12255,14142,24731
silvia,36,2.165102900000022,0,0,69,77,8193,3528,73381,842965,9333,21665,26854,379905
silvia,36,3.168693200000007,0,0,43,83,6951,2946,43703,489846,7307,93447,11141,106694
silvia,36,4.191159700000014,0,0,24,81,10320,6190,27988,51371,6719,13278,7406,57305
silvia,36,5.212058899999988,0,0,21,77,14308,4183,7798,159150,16721,20730,19818,46574
silvia,36,6.157039600000019,0,0,50,81,6668,1906,2794,20466,13150,8846,11927,7312
silvia,36,8.185663999999974,0,0,64,51,9240,8034,6724,13656,11840,17338,11005,43189
