person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,9,2.559907800000005,0,0,77,54,2911,4079,15005,11929,19173,14323,11156,11517
javier,9,3.713972300000009,0,0,70,60,12806,2449,25816,260076,13716,84180,14284,184035
javier,9,4.634707500000005,0,0,64,60,3746,1915,8693,37351,5751,12772,5441,29577
javier,9,6.569374200000013,0,0,8,29,953,481,2035,93194,1302,5723,3126,48399
javier,9,7.570818200000005,0,0,17,30,1052,531,5167,63669,2734,6143,5006,12681
