person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,34,1.3098582000000079,0,0,30,75,4240,3641,32461,151636,24559,26361,49639,68446
javier,34,2.328352900000027,0,0,38,56,11076,1781,5856,683872,19523,9890,15098,91343
javier,34,3.271774300000004,0,0,51,57,4851,1194,9889,14465,16186,14368,5619,26528
javier,34,4.286264099999983,0,0,48,41,702,1239,3003,130823,3071,5608,5388,32020
javier,34,5.308287000000007,0,0,56,41,4539,1794,4714,8246,18266,13021,5397,19318
javier,34,6.343548300000009,0,0,43,56,941,679,4596,68634,1133,5044,2197,20965
javier,34,7.289111300000002,0,0,41,63,7815,1482,16186,64565,16914,33415,12254,24453
javier,34,8.282457300000033,0,0,51,74,6202,1574,36326,58191,38298,42298,35502,67499
javier,34,9.299328400000036,0,0,53,78,4555,3133,12372,11443,25186,14765,5376,18288
javier,34,10.321727399999986,0,0,70,83,4493,4834,16631,902,13018,11921,13596,14425
