person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,17,1.2295493000000022,0,0,64,53,10966,2008,12877,2242,7645,2920,7149,16363
javier,17,2.288682200000011,0,0,69,63,5711,1382,26965,13260,11710,2587,3567,12255
javier,17,3.306027400000005,0,0,64,77,7150,3007,11324,7448,5839,3467,10267,6101
javier,17,4.2296620999999845,0,0,64,88,10409,3031,7544,8043,6374,4732,10519,11930
javier,17,5.245353599999987,0,0,57,88,2710,3326,14497,125400,11753,29661,21113,60419
javier,17,6.279020800000012,0,0,75,60,2874,5211,7748,20818,55661,3242,22718,19099

javier,17,7.28725750000001,0,0,74,47,3509,1852,26467,1065176,27495,9329,31798,94036
javier,17,8.324264599999992,0,0,60,44,10252,1528,14014,320528,10032,34617,20780,100792
javier,17,9.257285999999993,0,0,66,51,5051,3318,52847,87432,20087,6584,26709,25138
