person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha, delta,highBeta,lowAlpha,lowBeta, theta
javier_train,19,1.448841399999992,0,0,64,66,3133,1428,11293,8018,5400,7920,4451,11797
javier_train,19,2.4701761999999974,0,0,48,60,3683,2406,4365,16339,5063,14950,10739,33645
