person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,14,1.7377305000000263,0,0,60,44,4836,964,6073,31306,10494,30244,4581,16336
javier,14,2.8028188000000114,0,0,63,30,4875,1728,11108,9825,14291,7558,15135,32056
javier,14,3.7364865000000123,0,0,63,47,4388,4992,15878,3368,9018,10545,10935,15708
javier,14,4.755716400000011,0,0,70,53,2377,689,4036,246449,8322,11423,5265,27637
javier,14,5.77538770000001,0,0,81,37,3923,4945,8042,13575,10295,1001,9112,7869
javier,14,6.7873941,0,0,84,51,3666,1171,21139,13902,15859,9975,9041,14896
javier,14,8.755785400000008,0,0,87,35,7250,1826,4913,18786,5467,5399,5948,9483
