person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,1,8.7274155,25,0,0,0,5268,8926,34317,909288,3684,42917,17047,142713
javier,1,9.576282799999998,0,0,0,0,3657,1617,4856,12810,8955,10213,27356,15878
javier,1,11.5128308,0,0,0,0,5429,4015,4971,9300,7611,11771,18387,21476
javier,1,12.540729499999998,0,0,30,44,1111,586,8887,198262,2831,19774,6001,37008
javier,1,13.5648482,0,0,48,26,3745,851,1573,32079,7794,1662,4230,13679
javier,1,14.582457999999999,0,0,43,21,1501,402,5449,132378,2669,5216,4092,32479
javier,1,15.5146834,0,0,43,20,7526,1637,6412,210181,16855,47794,9596,150043
