person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,1,17.9574147,25,0,0,0,0,0,0,2,1,0,2,1
javier,1,18.0792733,25,0,0,0,22367,35754,88152,825106,30026,274074,17725,451573
javier,1,18.9297931,0,0,0,0,659,495,3229,46680,7101,14177,12504,77916
javier,1,19.945330000000002,0,0,0,0,5868,4586,27810,133785,8229,29612,12537,36498
javier,1,22.930792200000003,0,0,57,57,1743,994,3679,85047,7618,23939,4476,30623
javier,1,23.9470746,0,0,77,66,5593,1966,18806,18402,8140,4064,5622,14255
javier,1,24.8954112,0,0,94,64,11860,2884,12876,23060,17725,13228,9686,53675
