person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,4,1.9338164000000049,0,0,47,69,2184,3003,13597,33416,8120,8012,5258,16121
javier,4,3.0274030000000067,0,0,75,70,16370,2948,21114,16864,15260,3480,24564,5316
javier,4,4.904668000000001,0,0,69,57,11240,1813,13591,9602,10592,4902,4367,14237
javier,4,5.925292200000001,0,0,57,51,817,616,2705,160827,3212,7420,2602,19965
javier,4,6.9768682000000055,0,0,17,41,1016,526,6301,295394,2885,12315,4237,73128
