person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,32,4.560303400000009,25,0,0,0,0,0,0,2,0,0,0,1
silvia,32,4.698027000000025,25,0,0,0,25789,21604,21475,687965,19614,57279,23353,246601
silvia,32,5.54657480000003,0,0,0,0,5538,3737,6620,300454,13069,33817,6504,170570
silvia,32,6.565135999999995,0,0,0,0,20243,11352,31134,1080624,12128,45556,17221,298954
silvia,32,7.505128599999978,51,0,0,0,3408,3162,13655,1942918,10926,2751,16610,104060
silvia,32,8.508912699999996,51,0,0,0,2251,1311,8139,403225,3140,4188,9682,13849
silvia,32,9.574522699999989,51,0,0,0,15899,16079,52598,1027801,51489,28190,65848,178911
silvia,32,10.57852650000001,0,0,0,0,328,264,287,149117,706,7203,969,7931
silvia,32,11.517374099999984,0,0,50,38,27735,2610,13224,120643,7703,23155,7326,95337
silvia,32,12.534678999999983,0,0,64,35,1584,649,4842,845196,2859,5444,4363,30732
