person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,49,1.1131805999999642,0,0,57,44,4397,2024,6513,4760,12967,4366,13200,14687
javier,49,2.1315481999999975,0,0,70,56,9198,1981,7961,8876,6715,10935,5051,8332
javier,49,3.1529980999999907,0,0,75,74,9450,813,8503,19037,16000,15820,14662,4788
javier,49,4.173540899999978,0,0,67,64,1870,796,3295,37199,4023,673,3966,9137
javier,49,5.109557499999994,0,0,64,69,5763,2496,10026,11816,12773,6422,10902,17527
javier,49,6.116275199999961,0,0,67,53,8361,3310,4153,6801,7013,4015,22829,11256
javier,49,7.140825399999983,0,0,60,40,782,1156,3207,113990,6086,3637,8131,22844
