person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,42,1.723345199999983,0,0,75,74,3850,3603,4068,8109,7932,3748,12750,10308
javier,42,2.7031246999999894,0,0,74,66,4900,1460,6142,9963,8210,21246,21652,10212
javier,42,3.7133283000000006,0,0,67,57,4236,3843,2295,7681,7730,4976,3411,15528
javier,42,4.704594899999961,0,0,54,56,1926,1356,2749,56403,2833,4496,2124,16995
javier,42,5.7389349999999695,0,0,43,51,1227,585,1444,33415,2076,1751,2222,15300
javier,42,6.693792499999972,0,0,63,40,6386,1641,5652,13611,27840,2797,6399,4447
javier,42,7.7081728,0,0,53,50,1895,3362,10853,3671,3498,9355,14664,12193
javier,42,8.709872699999949,0,0,67,50,5295,3626,5046,1770,15090,6096,5505,8284
