person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,6,4.742412299999998,54,0,0,0,0,0,0,0,0,0,0,0
silvia,6,4.874122499999999,54,0,0,0,0,0,0,0,1,0,0,0
silvia,6,5.7293454,54,0,0,0,0,0,0,0,0,0,0,0
silvia,6,6.7455090999999925,200,0,0,0,0,0,0,0,0,0,0,0
silvia,6,7.695007599999997,200,0,0,0,0,0,0,11,0,0,0,2
silvia,6,8.700033500000004,200,0,0,0,0,2,1,19,0,0,0,1
silvia,6,9.740759299999993,200,0,0,0,2,45,5,70,1,14,3,6
silvia,6,10.759388299999998,200,0,0,0,360,17182,1761,621,137,449,104,344
silvia,6,11.690378300000006,200,0,0,0,4252,149382,9336,792,3114,3344,1851,2390
silvia,6,12.695200099999994,200,0,0,0,7147,541927,48717,1233717,14494,56666,15802,103777
