person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
javier,6,1.7163228000000004,0,0,38,43,2764,989,4085,8058,8864,10100,1681,5469
javier,6,2.7131927000000005,0,0,26,53,2665,3268,33877,1386,9215,9680,10200,31205
javier,6,3.7076724,0,0,44,34,2927,1509,2358,5299,4794,1535,7004,18531
javier,6,4.705076699999999,0,0,57,43,4124,1308,8040,3172,4152,4193,2735,7223
javier,6,5.711980400000002,0,0,51,30,2078,1534,2587,2076,3239,1862,2849,6751
javier,6,6.690836699999998,0,0,51,21,2007,1708,10233,98710,14582,31979,7754,86171
javier,6,7.727219599999998,0,0,29,43,989,622,5956,309247,3175,31806,6916,44013
javier,6,8.710137899999992,0,0,30,40,4746,5648,1435,2872,5299,12239,7267,7630
javier,6,9.707398400000002,0,0,23,37,9124,2068,19625,1305686,23602,14840,21519,101598
javier,6,10.705774399999996,0,0,23,40,4388,2365,6639,42569,3940,7738,4845,18629
