person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha, delta,highBeta,lowAlpha,lowBeta, theta
javier_train,17,1.8247915000000035,0,0,56,64,1393,3472,15434,10783,11253,15127,9087,4202
javier_train,17,2.773969100000002,0,0,56,94,4270,1997,23442,9219,6130,5133,11582,2369
