person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,49,4.546894400000042,25,0,0,0,0,0,0,17,1,0,0,4
silvia,49,4.685118699999975,25,0,0,0,7509,15196,3142,563151,6951,26381,12039,150790
silvia,49,5.532529599999975,0,0,0,0,18079,5467,15108,598113,9492,14594,15530,40330
silvia,49,6.549972099999991,0,0,0,0,13772,7389,77330,419428,16498,12056,31916,132435
silvia,49,7.590356899999961,0,0,0,0,6406,7997,83286,62004,12794,9229,21609,18122
silvia,49,8.522697200000039,0,0,41,44,2109,2007,6417,742548,8830,43374,3607,34632
silvia,49,9.529008800000042,0,0,48,41,4953,3368,3776,196797,4420,14892,3331,21258
silvia,49,10.545930099999964,0,0,70,26,11417,5095,4294,34179,17178,11258,14626,22600

silvia,49,11.578741599999944,0,0,60,10,5004,2723,4620,31054,4532,6711,4322,38463
silvia,49,13.52398949999997,0,0,35,1,6948,4832,53452,22852,12347,9456,13284,27565
