person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,7,4.682998799999993,25,0,0,0,0,0,0,0,0,0,0,0
silvia,7,4.81323359999999,25,0,0,0,3098,2427,27731,1354808,21647,13247,11203,66549

silvia,7,5.632923399999996,0,0,0,0,8905,6136,51618,1761314,9961,79386,15303,143413
silvia,7,6.655779799999991,0,0,0,0,28720,15244,152686,1740356,73276,199836,146690,476050
silvia,7,7.694114499999998,0,0,0,0,3311,941,22242,1255468,13155,29192,13176,30438
silvia,7,8.611158099999997,0,0,43,30,2610,6826,10382,674165,11266,11531,15680,118118
silvia,7,9.628425799999988,0,0,48,13,2559,6892,2669,1423025,7352,3369,5266,73128
silvia,7,10.6706291,0,0,69,14,1555,1800,3045,186638,6455,5877,14018,10002
silvia,7,11.68586409999999,0,0,78,7,4547,25928,10342,1594629,26957,36828,60336,193807
