person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta

silvia,3,18.463806500000004,51,0,0,0,44325,34063,18871,1610467,31758,83896,16986,477864
silvia,3,19.2828997,25,0,0,0,2135,1227,17077,297810,17112,10208,21362,134851
silvia,3,21.2175606,25,0,0,0,397,242,3633,37403,1127,5230,2363,15742
silvia,3,22.242363600000004,51,0,0,0,220751,40411,354520,839822,282734,122044,531462,1489697
silvia,3,23.274825300000003,51,0,0,0,36046,13889,23700,522542,34352,55729,41057,105220
silvia,3,24.3085162,51,0,0,0,110832,63057,50941,720220,100688,72403,75209,126960
silvia,3,25.2480599,51,0,0,0,46363,14939,67436,855997,109117,24933,20558,334346
silvia,3,26.255704899999998,51,0,0,0,220848,154680,330991,1879832,326158,274020,590968,1720123
silvia,3,27.287056800000002,25,0,0,0,6419,4875,37506,411875,23056,59388,44746,55222
