person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,6,4.707175499999991,51,0,0,0,1402,5626,14475,1377159,3903,54200,24716,603114
silvia,6,5.563201899999996,0,0,0,0,3337,2087,8977,123007,2532,10881,3238,19010
silvia,6,6.5804708000000005,0,0,0,0,3212,3399,21090,1750594,15098,12590,11665,98188
silvia,6,7.6074483000000015,26,0,0,0,2194,2591,25721,918289,16824,16014,14958,27852

silvia,6,8.5301252,26,0,0,0,2250,400,15247,668822,3565,1752,25972,29456

silvia,6,9.560347899999996,0,0,0,0,1000,525,4066,759189,4263,5034,7985,31478
silvia,6,10.579911199999998,25,0,0,0,21918,2547,36718,228813,30684,44770,25584,87221

silvia,6,11.617079099999998,26,0,0,0,6724,2979,26955,2672322,9119,106850,10461,90182
silvia,6,12.5493096,0,0,41,40,9405,4679,26668,431173,14827,35471,43075,127925
silvia,6,13.553856799999991,0,0,23,27,3118,3777,19481,398739,10967,14683,14214,203153
