person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,43,4.930186300000059,25,0,0,0,87593,39031,162922,694392,68559,80942,60200,459824
silvia,43,5.767784300000017,26,0,0,0,1422,626,9940,718291,4108,3690,3754,26196

silvia,43,6.7745921000000635,0,0,0,0,19397,7230,83461,1991165,79325,137011,31909,130587

silvia,43,7.794318100000055,0,0,0,0,14160,2618,47812,2084269,20610,29460,17815,85421

silvia,43,8.825008300000036,26,0,0,0,1625,617,7982,200109,1305,8787,3304,38651
silvia,43,9.758707500000014,0,0,0,0,619,526,509,59305,1172,1911,1417,11524

silvia,43,10.763637000000017,0,0,41,47,33660,4539,86885,1157628,24994,25828,103275,76903
silvia,43,11.787284800000066,0,0,23,35,1970,5381,5099,78821,2019,5454,959,71392
silvia,43,12.804241700000034,0,0,34,50,25876,19914,31211,50700,22547,74967,19880,62898
