person,questionCode,timediff,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
silvia,29,4.426953100000048,25,0,0,0,0,0,0,0,0,0,0,0
silvia,29,4.5602153000000385,25,0,0,0,50209,47729,50952,1062158,22514,183555,56139,727481
silvia,29,5.412330500000053,0,0,0,0,31992,3903,4122,13264,5814,12226,7202,15362
silvia,29,6.429377500000044,0,0,0,0,13864,1834,6205,320193,10752,6654,8011,146995
silvia,29,7.451634400000046,0,0,0,0,13503,6072,40949,1332372,25137,90841,38526,232497
silvia,29,8.401253800000006,0,0,51,40,22613,5942,27667,748060,35046,16950,16999,180498
silvia,29,9.406512300000031,0,0,75,57,7130,8078,23739,52556,19947,18368,9794,11000
silvia,29,10.425931500000047,0,0,97,63,9304,5611,6022,4339,36101,5897,9129,1818
silvia,29,11.4618021,0,0,100,69,11807,2451,17408,7787,37735,6078,18630,10893
silvia,29,12.412451400000009,0,0,100,74,5034,1615,2306,10693,22450,5862,4619,4268
